Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
60,"Jacksonville , TX",9/17/1956,Angelo State,Retired,,1 Season,74,,,Jerry Aldridge,,jerryaldridge/2508302,,220,1980 - 1980
39,"Provo , UT",11/20/1977,Brigham Young,Retired,,4 Seasons,75,,,Justin Ena,,justinena/2504880,,247,2002 - 2005
50,"Butler , AL",1/19/1967,Pittsburgh,Retired,,2 Seasons,70,,,Alonzo Hampton,,alonzohampton/2501001,,197,1990 - 1991
,"Conway , TX",4/15/1928,Southern Methodist,Retired,,1 Season,72,,,Joe Ethridge,,joeethridge/2513722,,230,1949 - 1949
53,"Monroe , LA",7/29/1963,Louisiana-Monroe,Retired,,3 Seasons,73,,,Ronnie Washington,,ronniewashington/2528309,,245,1985 - 1989
69,"South Gate , CA",7/27/1947,USC,Retired,,11 Seasons,77,,,Bob Klein,,bobklein/2518595,,235,1969 - 1979
25,"Atlanta , GA",12/19/1991,Georgia Southern,Active,Indianapolis Colts,2nd season,72,Westlake HS,"Atlanta, GA",Edwin Jackson,53,edwinjackson/2553541,ILB,230,
60,"Stockton , CA",7/15/1956,U. of Pacific,Retired,,3 Seasons,76,,,Brian Peets,,brianpeets/2522954,,225,1978 - 1981
35,"Redington Shores , FL",5/20/1982,Duke,Retired,,6 Seasons,75,,,Ryan Fowler,,ryanfowler/2506116,,250,2004 - 2009
29,"Quanah , TX",5/6/1988,Texas Christian,Active,New England Patriots,7th season,77,Odessa HS,TX,Marcus Cannon,61,marcuscannon/2495131,OT,335,
33,,5/22/1984,Occidental,Retired,,0 Season,76,,,Cory Ohnesorge,,coryohnesorge/2522423,,208,2007 - 2007
70,"Akron , OH",5/7/1947,Wyoming,Retired,,8 Seasons,72,,,Dave Hampton,,davehampton/2515722,,210,1969 - 1976
,"Ingomar , OH",4/29/1910,Purdue,Retired,,2 Seasons,68,,,Paul Pardonner,,paulpardonner/2522717,,170,1934 - 1935
62,"Fort Pierce , FL",3/1/1955,Miami (Fla.),Retired,,6 Seasons,75,,,Don Latimer,,donlatimer/2519135,,259,1978 - 1983
48,"Pasadena , CA",6/11/1968,California,Retired,,1 Season,70,,,John Hardy,,johnhardy/2515826,,166,1991 - 1991
25,"Leesville , AL",5/30/1992,Vanderbilt,Active,Houston Texans,4th season,70,Port Allen HS,LA,Andre Hal,29,andrehal/2543874,FS,195,
48,"Rochester , MN",3/11/1969,Arizona,Retired,,11 Seasons,77,,,John Fina,,johnfina/2500629,,300,1992 - 2002
57,"Royal Oak , MI",8/26/1959,Minnesota,Retired,,8 Seasons,76,,,Ken Dallafior,,kendallafior/2500273,,269,1985 - 1992
74,"Brooklyn , NY",3/5/1943,North Carolina State,Retired,,7 Seasons,70,,,Joe Scarpati,,joescarpati/2524994,,185,1964 - 1970
29,,3/25/1988,Temple,Retired,,1 Season,76,,,Vaughn Charlton,,vaughncharlton/2530492,,252,2011 - 2011
52,,2/3/1965,Truman State,Retired,,1 Season,68,,,Russell Evans,,russellevans/2513765,,165,1987 - 1987
68,"New Orleans , LA",11/21/1948,U. of Pacific,Retired,,3 Seasons,73,,,Honor Jackson,,honorjackson/2517257,,195,1972 - 1974
67,,8/22/1949,San Francisco State,Retired,,1 Season,75,,,Dennis Pete,,dennispete/2523068,,186,1972 - 1972
44,"Fresno , CA",2/13/1973,Butte Coll. CA (J.C.),Retired,,5 Seasons,76,,,Jermaine Haley,,jermainehaley/2500964,,325,2000 - 2004
,Russia,5/3/1919,N.Y.U.,Retired,,1 Season,74,,,Bernie Feibish,,berniefeibish/2513908,,223,1941 - 1941
38,,5/26/1979,Sacramento State,Retired,,1 Season,74,,,Terence Wagner,,terencewagner/2504919,,290,2003 - 2003
,"Chicago , IL",6/25/1896,No College,Retired,,4 Seasons,72,,,Mace Roberts,,maceroberts/2524282,,185,1920 - 1924
,"Plainfield , NJ",12/9/1933,Indiana,Retired,,1 Season,75,,,Milt Campbell,,miltcampbell/2510989,,217,1957 - 1957
69,"Berkeley , CA",3/9/1948,Oregon State,Retired,,5 Seasons,79,,,Bill Nelson,,billnelson/2522042,,270,1971 - 1975
27,,8/16/1989,Henderson State,Retired,,2 Seasons,71,,,Nick Johnson,,nickjohnson/2535597,,187,2012 - 2013
29,"Fairbanks , AK",11/2/1987,Washington State,Retired,,1 Season,73,,,Reid Forrest,,reidforrest/2495280,,198,2011 - 2011
32,Haiti,6/28/1984,Boston College,Unsigned free agent,Tampa Bay Buccaneers,10th season,79,Somerville HS,MA,Gosder Cherilus,,gosdercherilus/210,T,316,
41,"New Orleans , LA",1/19/1976,McNeese State,Retired,,1 Season,70,,,Del Lee,,dellee/2501717,,187,1999 - 1999
49,"Kalamazoo , MI",5/29/1968,Michigan State,Retired,,6 Seasons,75,,,Duane Young,,duaneyoung/2503836,,270,1991 - 1998
94,"Akron , OH",5/21/1923,Miami (Ohio),Retired,,2 Seasons,70,,,Ara Parseghian,,araparseghian/2522801,,194,1948 - 1949
42,"San Diego , CA",7/4/1974,San Diego State,Retired,,13 Seasons,74,,,La'Roi Glover,,la'roiglover/2500820,,290,1996 - 2008
,"Birmingham , AL",8/16/1943,Grambling State,Retired,,12 Seasons,74,,,Woody Peoples,,woodypeoples/2522994,,252,1968 - 1980
48,"Minneapolis , MN",1/6/1969,North Dakota,Retired,,3 Seasons,76,,,Jason Childs,,jasonchilds/2500063,,292,1993 - 1996
39,"Florence , KY",8/30/1977,Alabama,Retired,,9 Seasons,71,,,Shaun Alexander,,shaunalexander/2504258,,228,2000 - 2008
25,"Oakland , CA",10/9/1991,Boise State,Active,Chicago Bears,4th season,75,San Leandro HS,CA,Jr. Charles Leno,72,charleslenojr./2550169,T,305,
29,"Stone Mountain , GA",1/18/1988,Clemson,Retired,,5 Seasons,77,,,Michael Palmer,,michaelpalmer/1037366,,252,2010 - 2014
36,"Gainesville , FL",11/8/1980,Florida,Retired,,2 Seasons,72,,,Michael Nattiel,,michaelnattiel/2505477,,227,2003 - 2004
,"Tahoka , TX",1/7/1930,Southern Methodist,Retired,,5 Seasons,73,,,Val Joe Walker,,valjoewalker/2528127,,179,1953 - 1957
21,"Compton , CA",8/28/1995,San Diego State,Active,Houston Texans,Rookie,72,,,Malik Smith,,maliksmith/2559253,CB,170,
63,"Dothan , AL",11/1/1953,Florida,Retired,,7 Seasons,76,,,Burton Lawless,,burtonlawless/2519174,,253,1975 - 1981
68,"Honolulu , HI",2/28/1949,Michigan State,Retired,,7 Seasons,78,,,Jim Nicholson,,jimnicholson/2522139,,269,1974 - 1981
32,"Rockford , MI",8/30/1984,Central Michigan,Active,San Francisco 49ers,11th season,77,Rockford HS,MI,Joe Staley,74,joestaley/2495746,T,315,
25,,1/9/1992,Arizona State,Retired,,2 Seasons,72,,,Chris Young,,chrisyoung/2550607,,252,2014 - 2015
46,"Beaumont , TX",12/24/1970,Tulane,Retired,,2 Seasons,75,,,Michael Batiste,,michaelbatiste/2499573,,325,1995 - 1998
57,"Paris , KY",1/16/1960,Kentucky,Retired,,2 Seasons,73,,,Rick Massie,,rickmassie/2520303,,190,1987 - 1988
28,"Thibodaux , LA",5/8/1989,LSU,Retired,,4 Seasons,73,,,Drake Nevis,,drakenevis/2495208,,295,2011 - 2014
40,"Lithonia , GA",4/21/1977,South Carolina State,Retired,,6 Seasons,76,,,Lewis Kelly,,lewiskelly/2503914,,310,2000 - 2006
25,"Montgomery , AL",5/13/1992,Miami (Fla.),Active,Green Bay Packers,3rd season,74,Jefferson Davis HS,"Montgomery, AL",LaDarius Gunter,36,ladariusgunter/2553528,CB,201,
22,,8/17/1994,Akron,Active,Cleveland Browns,Rookie,74,,,Jamal Marcus,,jamalmarcus/2559209,DE,240,
58,"Epworth , IA",2/13/1959,Nebraska,Retired,,6 Seasons,77,,,Henry Waechter,,henrywaechter/2528041,,270,1982 - 1987
32,"Greenville , MS",12/8/1984,Mississippi State,Retired,,9 Seasons,75,,,Antonio Johnson,,antoniojohnson/2495646,,305,2007 - 2015
34,"Fraser , MI",3/13/1983,Purdue,Retired,,4 Seasons,78,,,Charles Davis,,charlesdavis/2506946,,260,2006 - 2011
52,,8/29/1964,Elon,Retired,,1 Season,75,,,Tony Settles,,tonysettles/2525341,,210,1987 - 1987
86,"Eau Claire , WI",10/7/1930,Wisconsin,Retired,,2 Seasons,73,,,Pat O'Donahue,,pato'donahue/2522391,,215,1952 - 1955
65,"Columbia , MS",8/3/1951,Jackson State,Retired,,5 Seasons,68,,,Eddie Payton,,eddiepayton/2522904,,175,1977 - 1982
34,Nurnberg Germany,11/6/1982,Southeastern Louisiana,Retired,,1 Season,70,,,Ray Perkins,,rayperkins/2506192,,205,2006 - 2007
37,,4/15/1980,Columbia,Retired,,2 Seasons,73,,,Jonathan Reese,,jonathanreese/2504917,,220,2003 - 2004
,"Nashua , NH",9/11/1920,Boston College,Retired,,1 Season,71,,,Adolph Kissell,,adolphkissell/2518573,,190,1942 - 1942
53,"Leroy , AL",8/15/1963,Alabama,Retired,,5 Seasons,76,,,Emanuel King,,emanuelking/2518494,,250,1985 - 1989
24,"Baton Rouge , LA",11/5/1992,LSU,Active,New York Giants,4th season,71,Isidore Newman HS,"New Orleans, LA",Odell Beckham,13,odellbeckham/2543496,WR,198,
,"Monmouth , IL",6/4/1933,Purdue,Retired,,4 Seasons,74,,,Johnny Allen,,johnnyallen/2508384,,224,1955 - 1958
55,"Los Angeles , CA",7/8/1961,Illinois,Retired,,2 Seasons,71,,,Vince Osby,,vinceosby/2522567,,220,1984 - 1985
62,"Wilmington , DE",5/8/1955,Maryland,Retired,,5 Seasons,78,,,Joe Campbell,,joecampbell/2510983,,254,1977 - 1981
,,,Miami (Ohio),Retired,,1 Season,72,,,Walt Schupp,,waltschupp/2525143,,185,1921 - 1921
22,"Dallas , TX",7/6/1994,Baylor,Active,Cleveland Browns,2nd season,70,J.J. Pearce HS,"Richardson, TX",Corey Coleman,19,coreycoleman/2555333,WR,185,
45,"Goshen , AL",12/13/1971,Auburn,Retired,,1 Season,74,,,Mike Pelton,,mikepelton/2502442,,284,1995 - 1995
36,"Oxford , MI",5/28/1981,Central Michigan,Retired,,6 Seasons,76,,,Eric Ghiaciuc,,ericghiaciuc/2506456,,303,2005 - 2010
28,London England,9/7/1988,Penn State,Active,Atlanta Falcons,6th season,77,St. Augustine Prep HS,"Richland, NJ",Jack Crawford,,jackcrawford/2532992,DE,288,
37,"St. Louis , MO",2/22/1980,Arkansas-Pine Bluff,Retired,,3 Seasons,78,,,Courtney Van Buren,,courtneyvanburen/2505486,,350,2003 - 2005
34,"Boston , MA",3/11/1983,Ohio State,Retired,,9 Seasons,73,,,Chris Gamble,,chrisgamble/2506101,,205,2004 - 2012
55,"Pass Christian , MS",3/15/1962,LSU,Retired,,7 Seasons,70,,,Gene Lang,,genelang/2519054,,196,1984 - 1990
,,,No College,Retired,,1 Season,71,,,Steve Sader,,stevesader/2524788,,180,1943 - 1943
29,,9/8/1987,Tennessee,Retired,,1 Season,73,,,LaMarcus Thompson,,lamarcusthompson/2530606,,228,2011 - 2011
64,"Houston , TX",7/10/1952,USC,Retired,,1 Season,73,,,Charles Anthony,,charlesanthony/2508583,,230,1974 - 1974
55,"Bradford , PA",6/17/1961,Michigan,Retired,,1 Season,70,,,Todd Schlopy,,toddschlopy/2525045,,165,1987 - 1987
52,"Anniston , AL",2/2/1965,UCLA,Retired,,1 Season,73,,,Alan Dial,,alandial/2512879,,188,1989 - 1989
33,,4/26/1984,Syracuse,Retired,,0 Season,72,,,Damien Rhodes,,damienrhodes/2524033,,211,2006 - 2006
40,"St. Petersburg , FL",5/29/1977,Tulane,Retired,,6 Seasons,73,,,Shaun King,,shaunking/2501619,,228,1999 - 2006
40,"Dos Palos , CA",1/13/1977,Washington State,Retired,,1 Season,72,,,Earl Riley,,earlriley/2503925,,208,2000 - 2000
54,"Shreveport , LA",2/1/1963,Grambling State,Retired,,1 Season,76,,,Arthur Wells,,arthurwells/2528500,,236,1987 - 1987
36,"Dallas , TX",4/10/1981,North Carolina,Retired,,3 Seasons,77,,,Jeb Terry,,jebterry/2506090,,311,2004 - 2007
,"New York , NY",9/3/1892,Colgate,Retired,,1 Season,73,,,Charlie Weber,,charlieweber/2528426,,203,1926 - 1926
,"Wichita Falls , TX",1/14/1921,Texas,Retired,,1 Season,72,,,Jack Sachse,,jacksachse/2524782,,210,1945 - 1945
31,"Buffalo , NY",7/25/1985,New Hampshire,Unsigned free agent,Buffalo Bills,11th season,72,Turner Carroll HS,"Buffalo, NY",Corey Graham,20,coreygraham/2495613,FS,196,
80,"Andalusia , AL",6/3/1937,Northwestern,Retired,,2 Seasons,70,,,Willmer Fowler,,willmerfowler/2514305,,185,1960 - 1961
55,"Waco , TX",8/4/1961,Baylor,Retired,,8 Seasons,73,,,Alfred Anderson,,alfredanderson/2499417,,214,1984 - 1991
24,"Columbus , GA",1/8/1993,Alabama State,Active,Cleveland Browns,4th season,71,Carver HS,"Columbus, GA",Isaiah Crowell,34,isaiahcrowell/2550189,RB,225,
34,"Chicago , IL",8/9/1982,Oklahoma,Retired,,1 Season,75,,,Pasha Jackson,,pashajackson/2505845,,250,2006 - 2006
69,"Portland , OR",7/3/1947,Oregon,Retired,,4 Seasons,71,,,Claxton Welch,,claxtonwelch/2528485,,203,1969 - 1973
82,"Fresno , CA",7/24/1934,U. of Pacific,Retired,,5 Seasons,75,,,Bob Denton,,bobdenton/2512811,,244,1960 - 1964
61,"Mansfield , OH",6/18/1955,Kent State,Retired,,1 Season,73,,,Terry Carter,,terrycarter/2511211,,195,1979 - 1979
34,"Little Rock , AR",8/6/1982,Louisiana-Monroe,Retired,,8 Seasons,72,,,Chris Harris,,chrisharris/2506516,,211,2005 - 2012
,"Houston , TX",10/15/1973,Texas A&M,Retired,,1 Season,73,,,Antonio Armstrong,,antonioarmstrong/2499454,,285,1995 - 1995
22,"Greensboro , NC",7/1/1994,Clemson,Active,Houston Texans,2nd season,75,Grimsley HS,"Greensboro, NC",D.J. Reader,98,d.j.reader/2555388,DE,335,
47,"Tyler , TX",2/25/1970,Oklahoma,Retired,,2 Seasons,75,,,Corey Mayfield,,coreymayfield/2501929,,302,1992 - 1995
52,"Wisconsin Rapids , WI",8/17/1964,Western Michigan,Retired,,8 Seasons,75,,,John Offerdahl,,johnofferdahl/2502341,,232,1986 - 1993
52,"Great Lakes , IL",6/18/1964,North Dakota State,Retired,,1 Season,73,,,Jim Dick,,jimdick/2512890,,230,1987 - 1987
24,"Madison , WI",9/10/1992,UCLA,Active,Miami Dolphins,2nd season,76,Plano East HS,TX,Jake Brendel,64,jakebrendel/2556479,C,305,
,"Youngstown , OH",10/1/1915,Ohio State,Retired,,1 Season,68,,,Mike Kabealo,,mikekabealo/2518076,,185,1944 - 1944
23,"Benicia , CA",12/25/1993,Northwestern,Active,New England Patriots,Rookie,73,,,Austin Carr,84,austincarr/2558928,WR,194,
34,"Greencastle , IN",3/29/1983,West Texas A&M,Retired,,7 Seasons,70,,,Anthony Armstrong,,anthonyarmstrong/2507539,,185,2008 - 2014
33,,2/16/1984,Tennessee State,Retired,,1 Season,75,,,Jamar Landrom,,jamarlandrom/2506801,,212,2006 - 2007
23,"Honolulu , HI",4/27/1994,Boise State,Active,Baltimore Ravens,2nd season,75,Saint Louis School HS,"Honolulu, HI",Kamalei Correa,51,kamaleicorrea/2555339,ILB,250,
57,"Oklahoma City , OK",11/14/1959,USC,Retired,,1 Season,74,,,Scott Tinsley,,scotttinsley/2527454,,195,1987 - 1987
26,"Memphis , TN",8/18/1990,Memphis,Active,Atlanta Falcons,6th season,75,Wooddale HS,"Memphis, TN",Dontari Poe,,dontaripoe/2533435,NT,346,
25,"Cincinnati , OH",11/23/1991,LSU,Active,Kansas City Chiefs,4th season,70,Princeton HS,"Cincinnati, OH",Spencer Ware,32,spencerware/2540204,RB,229,
50,"Los Angeles , CA",1/23/1967,Washington,Retired,,4 Seasons,71,,,Le-Lo Lang,,le-lolang/2501691,,185,1990 - 1993
,"Oklahoma City , OK",3/6/1929,Oklahoma,Retired,,3 Seasons,72,,,Lindy Pearson,,lindypearson/2522934,,198,1950 - 1952
,,,Arizona,Retired,,1 Season,70,,,Jim Oldham,,jimoldham/2522434,,183,1926 - 1926
51,"Los Angeles , CA",10/11/1965,California,Retired,,1 Season,74,,,Don Noble,,donnoble/2522192,,253,1987 - 1987
71,"Statesboro , GA",3/17/1946,Wichita State,Retired,,11 Seasons,79,,,Earl Edwards,,earledwards/2513478,,260,1969 - 1979
34,St. Kitts,11/4/1982,Wisconsin,Retired,,4 Seasons,76,,,Erasmus James,,erasmusjames/2506357,,261,2005 - 2008
24,"Warner Robins , GA",1/22/1993,Oregon State,Active,Kansas City Chiefs,3rd season,71,Northside HS,"Warner Robins, GA",Steven Nelson,20,stevennelson/2552265,CB,194,
39,"New Brunswick , NJ",7/11/1977,UCLA,Retired,,1 Season,73,,,Craig Walendy,,craigwalendy/2503496,,245,2000 - 2000
30,"Montclair , NJ",5/19/1987,William & Mary,Retired,,4 Seasons,71,,,David Caldwell,,davidcaldwell/2507959,,212,2010 - 2013
58,"Kansas City , MO",4/24/1959,Nevada,Retired,,4 Seasons,76,,,Bob Hamm,,bobhamm/2515707,,260,1983 - 1987
,"New York , NY",12/23/1892,Columbia,Retired,,1 Season,70,,,Bill Garnjost,,billgarnjost/2514643,,190,1921 - 1921
27,"Fontana , CA",12/6/1989,Utah State,Retired,,1 Season,74,,,Bojay Filimoeatu,,bojayfilimoeatu/2550615,,250,2014 - 2014
40,,6/2/1977,Norfolk State,Retired,,2 Seasons,73,,,Michael Early,,michaelearly/2500501,,305,2001 - 2002
28,"Lemont , IL",9/20/1988,Stanford,Active,New Orleans Saints,6th season,78,Joliet Catholic HS,IL,Coby Fleener,82,cobyfleener/2532838,TE,251,
79,"Ironton , OH",5/24/1938,Ohio State,Retired,,2 Seasons,73,,,Jerry Fields,,jerryfields/2514005,,222,1961 - 1962
38,"Decatur , GA",12/7/1978,Memphis,Retired,,6 Seasons,74,,,Idrees Bashir,,idreesbashir/2504717,,198,2001 - 2007
84,"Burbank , CA",10/4/1932,UCLA,Retired,,1 Season,72,,,Paul Cameron,,paulcameron/2510958,,185,1954 - 1954
,"Uniontown , PA",5/28/1967,Memphis,Retired,,6 Seasons,72,,,Tory Epps,,toryepps/2500558,,280,1990 - 1995
,"Chicago , IL",6/22/1920,Michigan,Retired,,1 Season,72,,,Jack Karwales,,jackkarwales/2518163,,220,1947 - 1947
,"Fresno , CA",6/20/1902,St. Mary's (CA),Retired,,1 Season,71,,,Tuffy Maul,,tuffymaul/2520387,,200,1926 - 1926
,,,UCLA,Retired,,1 Season,73,,,Bill Armstrong,,billarmstrong/2508647,,210,1943 - 1943
,"Glenside , PA",8/5/1902,Penn State,Retired,,1 Season,71,,,Ernie McCann,,erniemccann/2520512,,188,1926 - 1926
,"Parkersburg , WV",1/26/1918,LSU,Retired,,4 Seasons,73,,,Walt Barnes,,waltbarnes/2509034,,238,1948 - 1951
67,"Iowa City , IA",9/9/1949,Arizona,Retired,,9 Seasons,74,,,Mark Arneson,,markarneson/2508653,,220,1972 - 1980
32,"New Orleans , LA",9/30/1984,Arkansas,Retired,,1 Season,68,,,Darius Vinnett,,dariusvinnett/2507133,,170,2007 - 2008
,"State College , PA",2/12/1941,Tennessee,Retired,,8 Seasons,76,,,Dick Evey,,dickevey/2513774,,245,1964 - 1971
44,"Mobile , AL",4/29/1973,Grambling State,Retired,,1 Season,78,,,Albert Reese,,albertreese/2502613,,275,1997 - 1997
29,"Nyack , NY",8/13/1987,Rutgers,Active,New England Patriots,8th season,70,St. Joseph Regional HS,"Montvale, NJ",Devin McCourty,32,devinmccourty/494287,FS,195,
,"Gary , IN",3/13/1917,Pittsburgh,Retired,,1 Season,73,,,John Chickerneo,,johnchickerneo/2511428,,205,1942 - 1942
,"Dayton , OH",9/24/1897,No College,Retired,,11 Seasons,70,,,Lee Fenner,,leefenner/2513941,,171,1920 - 1930
27,,7/1/1989,Central Washington,Retired,,1 Season,74,,,Bryson Kelly,,brysonkelly/2531241,,235,2011 - 2011
26,,7/4/1990,William & Mary,Retired,,2 Seasons,76,,,Alex Gottlieb,,alexgottlieb/2535904,,255,2012 - 2013
,"Dayton , OH",3/31/1926,Miami (Ohio),Retired,,1 Season,74,,,John Weaver,,johnweaver/2528408,,215,1949 - 1949
,"Sheridan , AR",6/16/1916,Arkansas,Retired,,6 Seasons,76,,,Ray Hamilton,,rayhamilton/2515696,,212,1938 - 1947
30,"Jacksonville , FL",11/11/1986,Mississippi State,Retired,,2 Seasons,71,,,Keith Fitzhugh,,keithfitzhugh/89720,,205,2009 - 2010
69,"Paso Robles , CA",1/4/1948,Stanford,Retired,,3 Seasons,73,,,Don Parish,,donparish/2522725,,220,1970 - 1972
38,,5/2/1979,Hampton,Retired,,1 Season,74,,,Ataveus Cash,,ataveuscash/2504914,,203,2003 - 2006
,"Charleston , WV",12/29/1950,Tennessee State,Retired,,4 Seasons,74,,,Joe Gilliam,,joegilliam/2514891,,187,1972 - 1975
71,"Nashville , TN",6/23/1945,Tennessee State,Retired,,1 Season,74,,,Harold Rice,,haroldrice/2524060,,235,1971 - 1971
25,,12/25/1991,Texas A&M,Active,Tampa Bay Buccaneers,2nd season,76,Navastoa HS,TX,Jarvis Harrison,,jarvisharrison/2552341,OG,330,
34,"Los Angeles , CA",5/11/1983,Northwestern,Retired,,5 Seasons,73,,,Brett Basanez,,brettbasanez/2495803,,208,2006 - 2010
23,"Jacksonville , FL",5/4/1994,Pittsburgh,Active,Buffalo Bills,Rookie,75,Bartram Trail HS,"St. Johns, FL",Nathan Peterman,,nathanpeterman/2558191,QB,225,
29,"San Pedro , CA",7/31/1987,Arizona,Retired,,3 Seasons,75,,,Colin Baxter,,colinbaxter/2530749,,310,2011 - 2013
27,"Cleveland , OH",2/25/1990,Southern University,Active,Houston Texans,2nd season,76,John Adams HS,"Cleveland, OH",RaShaun Allen,,rashaunallen/2550608,TE,250,
76,"Columbus , OH",4/15/1941,Ohio State,Retired,,1 Season,73,,,Dave Francis,,davefrancis/2514328,,210,1963 - 1963
33,Chatham Kent Canada,12/18/1983,Western Ontario (Canada),Retired,,1 Season,73,,,Andy Fantuz,,andyfantuz/2508095,,215,2011 - 2011
72,"Jacksonville , FL",7/5/1944,Allen,Retired,,13 Seasons,73,,,Sam Davis,,samdavis/2512630,,255,1967 - 1979
40,"Flint , MI",9/11/1976,Central Michigan,Retired,,1 Season,72,,,Reggie Allen,,reggieallen/2499401,,187,2002 - 2002
,"Brooklyn , NY",6/22/1919,Villanova,Retired,,1 Season,73,,,Ed Kasky,,edkasky/2518166,,220,1942 - 1942
38,,10/21/1978,Kansas State,Retired,,0 Season,76,,,Thomas Barnett,,thomasbarnett/2509045,,310,2006 - 2006
,"Van Wert , OH",6/27/1927,Ohio State,Retired,,2 Seasons,71,,,Jack Lininger,,jacklininger/2519549,,217,1950 - 1951
24,"Los Angeles , CA",3/3/1993,Ohio State,Active,New Orleans Saints,2nd season,75,Oaks Christian HS,"Westlake, CA",Michael Thomas,13,michaelthomas/2556370,WR,212,
27,,9/18/1989,Missouri,Retired,,1 Season,75,,,Wes Kemp,,weskemp/2535939,,233,2012 - 2012
47,"Trenton , NJ",9/7/1969,Temple,Retired,,1 Season,75,,,Alphonso Taylor,,alphonsotaylor/2503251,,360,1993 - 1993
,"Cambridge , MA",4/7/1913,Fordham,Retired,,4 Seasons,71,,,Tony Sarausky,,tonysarausky/2524920,,201,1935 - 1938
73,"Fort Jackson , SC",12/3/1943,Auburn,Retired,,5 Seasons,73,,,Jon Kilgore,,jonkilgore/2518432,,205,1965 - 1969
22,,3/17/1995,Louisville,Active,Pittsburgh Steelers,Rookie,72,Gainesville HS,"Gainesville, FL",Keith Kelsey,,keithkelsey/2559075,LB,233,
29,,5/7/1988,LSU,Retired,,1 Season,77,,,Terrence Toliver,,terrencetoliver/2495242,,204,2011 - 2013
24,,12/11/1992,Oregon,Active,Philadelphia Eagles,2nd season,74,,,Joe Walker,59,joewalker/2556192,ILB,236,
40,"Harvey , IL",12/13/1976,Northwestern,Retired,,8 Seasons,73,,,Barry Gardner,,barrygardner/2500760,,245,1999 - 2006
,"Blue Island , IL",1/15/1921,Villanova,Retired,,2 Seasons,72,,,Bob David,,bobdavid/2512494,,219,1947 - 1948
43,"Lake Charles , LA",1/29/1974,LSU,Retired,,4 Seasons,79,,,David LaFleur,,davidlafleur/2501678,,272,1997 - 2000
,,9/14/1934,Houston,Retired,,2 Seasons,72,,,Don Flynn,,donflynn/2514183,,205,1960 - 1961
61,"Billings , MT",2/24/1956,Washington State,Retired,,4 Seasons,73,,,Donald Schwartz,,donaldschwartz/2525153,,191,1978 - 1981
27,"Richmond , CA",3/12/1990,Oregon,Retired,,4 Seasons,75,,,Josh Kaddu,,joshkaddu/2532886,,245,2012 - 2015
28,,12/11/1988,Louisville,Retired,,1 Season,69,,,Doug Beaumont,,dougbeaumont/2530565,,187,2011 - 2011
20,"Hoover , AL",7/8/1996,Alabama,Active,Baltimore Ravens,Rookie,73,Hoover HS,AL,Marlon Humphrey,,marlonhumphrey/2558067,DB,196,
29,,2/2/1988,Temple,Retired,,1 Season,73,,,Amara Kamara,,amarakamara/2530523,,240,2011 - 2011
28,"Dallas , TX",12/29/1988,Texas-El Paso,Retired,,2 Seasons,73,,,Donavon Kemp,,donavonkemp/2535726,,195,2012 - 2013
27,"Oshkosh , WI",12/20/1989,Wisconsin,Retired,,4 Seasons,77,,,Peter Konz,,peterkonz/2533045,,317,2012 - 2015
,"Wabash , IN",12/20/1902,Indiana,Retired,,3 Seasons,71,,,Larry Marks,,larrymarks/2520167,,185,1926 - 1928
47,Heidelberg Germany,3/20/1970,Stanford,Retired,,8 Seasons,74,,,Ron George,,rongeorge/2500790,,240,1993 - 2000
63,"Corpus Christi , TX",12/6/1953,Georgia,Retired,,3 Seasons,69,,,Bucky Dilts,,buckydilts/2512940,,185,1977 - 1979
